date,areaType,areaCode,areaName,newCasesBySpecimenDate
03/05/2020,region,E12000009,South West,176
03/05/2020,region,E12000008,South East,362
03/05/2020,region,E12000003,Yorkshire and The Humber,384
03/05/2020,region,E12000006,East of England,317
04/05/2020,region,E12000005,West Midlands,237
04/05/2020,region,E12000001,North East,234
04/05/2020,region,E12000004,East Midlands,236
04/05/2020,region,E12000007,London,246
04/05/2020,region,E12000002,North West,425
04/05/2020,region,E12000009,South West,165
04/05/2020,region,E12000008,South East,487
04/05/2020,region,E12000003,Yorkshire and The Humber,351
04/05/2020,region,E12000006,East of England,392
05/05/2020,region,E12000005,West Midlands,318
05/05/2020,region,E12000001,North East,252
05/05/2020,region,E12000004,East Midlands,284
05/05/2020,region,E12000007,London,216
05/05/2020,region,E12000002,North West,576
05/05/2020,region,E12000009,South West,171
05/05/2020,region,E12000008,South East,474
05/05/2020,region,E12000003,Yorkshire and The Humber,441
05/05/2020,region,E12000006,East of England,330
06/05/2020,region,E12000005,West Midlands,314
06/05/2020,region,E12000001,North East,242
06/05/2020,region,E12000004,East Midlands,334
06/05/2020,region,E12000007,London,268
06/05/2020,region,E12000002,North West,587
06/05/2020,region,E12000009,South West,200
06/05/2020,region,E12000008,South East,446
06/05/2020,region,E12000003,Yorkshire and The Humber,413
06/05/2020,region,E12000006,East of England,388
07/05/2020,region,E12000005,West Midlands,369
07/05/2020,region,E12000001,North East,199
07/05/2020,region,E12000004,East Midlands,313
07/05/2020,region,E12000007,London,271
07/05/2020,region,E12000002,North West,510
07/05/2020,region,E12000009,South West,180
07/05/2020,region,E12000008,South East,419
07/05/2020,region,E12000003,Yorkshire and The Humber,459
07/05/2020,region,E12000006,East of England,396
08/05/2020,region,E12000005,West Midlands,341
08/05/2020,region,E12000001,North East,158
08/05/2020,region,E12000004,East Midlands,268
08/05/2020,region,E12000007,London,206
08/05/2020,region,E12000002,North West,484
08/05/2020,region,E12000009,South West,178
08/05/2020,region,E12000008,South East,352
08/05/2020,region,E12000003,Yorkshire and The Humber,352
08/05/2020,region,E12000006,East of England,228
09/05/2020,region,E12000005,West Midlands,162
09/05/2020,region,E12000001,North East,151
09/05/2020,region,E12000004,East Midlands,176
09/05/2020,region,E12000007,London,128
09/05/2020,region,E12000002,North West,345
09/05/2020,region,E12000009,South West,107
09/05/2020,region,E12000008,South East,247
09/05/2020,region,E12000003,Yorkshire and The Humber,245
09/05/2020,region,E12000006,East of England,202
10/05/2020,region,E12000005,West Midlands,218
10/05/2020,region,E12000001,North East,150
10/05/2020,region,E12000004,East Midlands,199
10/05/2020,region,E12000007,London,125
10/05/2020,region,E12000002,North West,346
10/05/2020,region,E12000009,South West,134
10/05/2020,region,E12000008,South East,308
10/05/2020,region,E12000003,Yorkshire and The Humber,297
10/05/2020,region,E12000006,East of England,209
11/05/2020,region,E12000005,West Midlands,250
11/05/2020,region,E12000001,North East,229
11/05/2020,region,E12000004,East Midlands,306
11/05/2020,region,E12000007,London,160
11/05/2020,region,E12000002,North West,531
11/05/2020,region,E12000009,South West,254
11/05/2020,region,E12000008,South East,476
11/05/2020,region,E12000003,Yorkshire and The Humber,426
11/05/2020,region,E12000006,East of England,392
12/05/2020,region,E12000005,West Midlands,310
12/05/2020,region,E12000001,North East,220
12/05/2020,region,E12000004,East Midlands,322
12/05/2020,region,E12000007,London,193
12/05/2020,region,E12000002,North West,548
12/05/2020,region,E12000009,South West,178
12/05/2020,region,E12000008,South East,410
12/05/2020,region,E12000003,Yorkshire and The Humber,375
12/05/2020,region,E12000006,East of England,315
13/05/2020,region,E12000005,West Midlands,244
13/05/2020,region,E12000001,North East,142
13/05/2020,region,E12000004,East Midlands,298
13/05/2020,region,E12000007,London,204
13/05/2020,region,E12000002,North West,527
13/05/2020,region,E12000009,South West,177
13/05/2020,region,E12000008,South East,483
13/05/2020,region,E12000003,Yorkshire and The Humber,405
13/05/2020,region,E12000006,East of England,330
14/05/2020,region,E12000005,West Midlands,257
14/05/2020,region,E12000001,North East,138
14/05/2020,region,E12000004,East Midlands,226
14/05/2020,region,E12000007,London,158
14/05/2020,region,E12000002,North West,429
14/05/2020,region,E12000009,South West,94
14/05/2020,region,E12000008,South East,295
14/05/2020,region,E12000003,Yorkshire and The Humber,355
14/05/2020,region,E12000006,East of England,217
15/05/2020,region,E12000005,West Midlands,265
15/05/2020,region,E12000001,North East,137
15/05/2020,region,E12000004,East Midlands,252
15/05/2020,region,E12000007,London,132
15/05/2020,region,E12000002,North West,394
15/05/2020,region,E12000009,South West,104
15/05/2020,region,E12000008,South East,262
15/05/2020,region,E12000003,Yorkshire and The Humber,337
15/05/2020,region,E12000006,East of England,209
16/05/2020,region,E12000005,West Midlands,175
16/05/2020,region,E12000001,North East,126
16/05/2020,region,E12000004,East Midlands,256
16/05/2020,region,E12000007,London,75
16/05/2020,region,E12000002,North West,407
16/05/2020,region,E12000009,South West,92
16/05/2020,region,E12000008,South East,191
16/05/2020,region,E12000003,Yorkshire and The Humber,259
16/05/2020,region,E12000006,East of England,174
17/05/2020,region,E12000005,West Midlands,172
17/05/2020,region,E12000001,North East,98
17/05/2020,region,E12000004,East Midlands,204
17/05/2020,region,E12000007,London,78
17/05/2020,region,E12000002,North West,301
17/05/2020,region,E12000009,South West,97
17/05/2020,region,E12000008,South East,221
17/05/2020,region,E12000003,Yorkshire and The Humber,244
17/05/2020,region,E12000006,East of England,155
18/05/2020,region,E12000005,West Midlands,208
18/05/2020,region,E12000001,North East,147
18/05/2020,region,E12000004,East Midlands,272
18/05/2020,region,E12000007,London,112
18/05/2020,region,E12000002,North West,409
18/05/2020,region,E12000009,South West,119
18/05/2020,region,E12000008,South East,359
18/05/2020,region,E12000003,Yorkshire and The Humber,261
18/05/2020,region,E12000006,East of England,284
19/05/2020,region,E12000005,West Midlands,279
19/05/2020,region,E12000001,North East,124
19/05/2020,region,E12000004,East Midlands,293
19/05/2020,region,E12000007,London,128
19/05/2020,region,E12000002,North West,584
19/05/2020,region,E12000009,South West,108
19/05/2020,region,E12000008,South East,386
19/05/2020,region,E12000003,Yorkshire and The Humber,388
19/05/2020,region,E12000006,East of England,256
20/05/2020,region,E12000005,West Midlands,254
20/05/2020,region,E12000001,North East,131
20/05/2020,region,E12000004,East Midlands,275
20/05/2020,region,E12000007,London,143
20/05/2020,region,E12000002,North West,497
20/05/2020,region,E12000009,South West,137
20/05/2020,region,E12000008,South East,340
20/05/2020,region,E12000003,Yorkshire and The Humber,295
20/05/2020,region,E12000006,East of England,243
21/05/2020,region,E12000005,West Midlands,225
21/05/2020,region,E12000001,North East,130
21/05/2020,region,E12000004,East Midlands,281
21/05/2020,region,E12000007,London,158
21/05/2020,region,E12000002,North West,428
21/05/2020,region,E12000009,South West,87
21/05/2020,region,E12000008,South East,303
21/05/2020,region,E12000003,Yorkshire and The Humber,383
21/05/2020,region,E12000006,East of England,246
22/05/2020,region,E12000005,West Midlands,196
22/05/2020,region,E12000001,North East,95
22/05/2020,region,E12000004,East Midlands,240
22/05/2020,region,E12000007,London,82
22/05/2020,region,E12000002,North West,376
22/05/2020,region,E12000009,South West,82
22/05/2020,region,E12000008,South East,247
22/05/2020,region,E12000003,Yorkshire and The Humber,267
22/05/2020,region,E12000006,East of England,190
23/05/2020,region,E12000005,West Midlands,148
23/05/2020,region,E12000001,North East,76
23/05/2020,region,E12000004,East Midlands,164
23/05/2020,region,E12000007,London,65
23/05/2020,region,E12000002,North West,290
23/05/2020,region,E12000009,South West,41
23/05/2020,region,E12000008,South East,121
23/05/2020,region,E12000003,Yorkshire and The Humber,235
23/05/2020,region,E12000006,East of England,150
24/05/2020,region,E12000005,West Midlands,135
24/05/2020,region,E12000001,North East,77
24/05/2020,region,E12000004,East Midlands,145
24/05/2020,region,E12000007,London,50
24/05/2020,region,E12000002,North West,263
24/05/2020,region,E12000009,South West,59
24/05/2020,region,E12000008,South East,150
24/05/2020,region,E12000003,Yorkshire and The Humber,205
24/05/2020,region,E12000006,East of England,103
25/05/2020,region,E12000005,West Midlands,138
25/05/2020,region,E12000001,North East,59
25/05/2020,region,E12000004,East Midlands,192
25/05/2020,region,E12000007,London,58
25/05/2020,region,E12000002,North West,269
25/05/2020,region,E12000009,South West,61
25/05/2020,region,E12000008,South East,188
25/05/2020,region,E12000003,Yorkshire and The Humber,254
25/05/2020,region,E12000006,East of England,147
26/05/2020,region,E12000005,West Midlands,152
26/05/2020,region,E12000001,North East,100
26/05/2020,region,E12000004,East Midlands,160
26/05/2020,region,E12000007,London,66
26/05/2020,region,E12000002,North West,309
26/05/2020,region,E12000009,South West,81
26/05/2020,region,E12000008,South East,183
26/05/2020,region,E12000003,Yorkshire and The Humber,231
26/05/2020,region,E12000006,East of England,150
27/05/2020,region,E12000005,West Midlands,194
27/05/2020,region,E12000001,North East,116
27/05/2020,region,E12000004,East Midlands,197
27/05/2020,region,E12000007,London,85
27/05/2020,region,E12000002,North West,295
27/05/2020,region,E12000009,South West,103
27/05/2020,region,E12000008,South East,202
27/05/2020,region,E12000003,Yorkshire and The Humber,254
27/05/2020,region,E12000006,East of England,150
28/05/2020,region,E12000005,West Midlands,155
28/05/2020,region,E12000001,North East,49
28/05/2020,region,E12000004,East Midlands,191
28/05/2020,region,E12000007,London,75
28/05/2020,region,E12000002,North West,324
28/05/2020,region,E12000009,South West,115
28/05/2020,region,E12000008,South East,202
28/05/2020,region,E12000003,Yorkshire and The Humber,274
28/05/2020,region,E12000006,East of England,164
29/05/2020,region,E12000005,West Midlands,156
29/05/2020,region,E12000001,North East,70
29/05/2020,region,E12000004,East Midlands,171
29/05/2020,region,E12000007,London,56
29/05/2020,region,E12000002,North West,303
29/05/2020,region,E12000009,South West,75
29/05/2020,region,E12000008,South East,163
29/05/2020,region,E12000003,Yorkshire and The Humber,199
29/05/2020,region,E12000006,East of England,161
30/05/2020,region,E12000005,West Midlands,115
30/05/2020,region,E12000001,North East,46
30/05/2020,region,E12000004,East Midlands,139
30/05/2020,region,E12000007,London,39
30/05/2020,region,E12000002,North West,217
30/05/2020,region,E12000009,South West,51
30/05/2020,region,E12000008,South East,132
30/05/2020,region,E12000003,Yorkshire and The Humber,164
30/05/2020,region,E12000006,East of England,83
31/05/2020,region,E12000005,West Midlands,78
31/05/2020,region,E12000001,North East,46
31/05/2020,region,E12000004,East Midlands,150
31/05/2020,region,E12000007,London,38
31/05/2020,region,E12000002,North West,234
31/05/2020,region,E12000009,South West,62
31/05/2020,region,E12000008,South East,134
31/05/2020,region,E12000003,Yorkshire and The Humber,177
31/05/2020,region,E12000006,East of England,61
01/06/2020,region,E12000005,West Midlands,126
01/06/2020,region,E12000001,North East,70
01/06/2020,region,E12000004,East Midlands,218
01/06/2020,region,E12000007,London,49
01/06/2020,region,E12000002,North West,262
01/06/2020,region,E12000009,South West,52
01/06/2020,region,E12000008,South East,184
01/06/2020,region,E12000003,Yorkshire and The Humber,191
01/06/2020,region,E12000006,East of England,139
02/06/2020,region,E12000005,West Midlands,125
02/06/2020,region,E12000001,North East,59
02/06/2020,region,E12000004,East Midlands,218
02/06/2020,region,E12000007,London,49
02/06/2020,region,E12000002,North West,287
02/06/2020,region,E12000009,South West,52
02/06/2020,region,E12000008,South East,218
02/06/2020,region,E12000003,Yorkshire and The Humber,197
02/06/2020,region,E12000006,East of England,130
03/06/2020,region,E12000005,West Midlands,124
03/06/2020,region,E12000001,North East,51
03/06/2020,region,E12000004,East Midlands,173
03/06/2020,region,E12000007,London,79
03/06/2020,region,E12000002,North West,256
03/06/2020,region,E12000009,South West,68
03/06/2020,region,E12000008,South East,136
03/06/2020,region,E12000003,Yorkshire and The Humber,206
03/06/2020,region,E12000006,East of England,123
04/06/2020,region,E12000005,West Midlands,137
04/06/2020,region,E12000001,North East,59
04/06/2020,region,E12000004,East Midlands,143
04/06/2020,region,E12000007,London,57
04/06/2020,region,E12000002,North West,240
04/06/2020,region,E12000009,South West,65
04/06/2020,region,E12000008,South East,158
04/06/2020,region,E12000003,Yorkshire and The Humber,179
04/06/2020,region,E12000006,East of England,93
05/06/2020,region,E12000005,West Midlands,102
05/06/2020,region,E12000001,North East,42
05/06/2020,region,E12000004,East Midlands,152
05/06/2020,region,E12000007,London,45
05/06/2020,region,E12000002,North West,205
05/06/2020,region,E12000009,South West,51
05/06/2020,region,E12000008,South East,142
05/06/2020,region,E12000003,Yorkshire and The Humber,155
05/06/2020,region,E12000006,East of England,110
06/06/2020,region,E12000005,West Midlands,78
06/06/2020,region,E12000001,North East,28
06/06/2020,region,E12000004,East Midlands,105
06/06/2020,region,E12000007,London,46
06/06/2020,region,E12000002,North West,131
06/06/2020,region,E12000009,South West,24
06/06/2020,region,E12000008,South East,85
06/06/2020,region,E12000003,Yorkshire and The Humber,121
06/06/2020,region,E12000006,East of England,93
07/06/2020,region,E12000005,West Midlands,64
07/06/2020,region,E12000001,North East,17
07/06/2020,region,E12000004,East Midlands,127
07/06/2020,region,E12000007,London,45
07/06/2020,region,E12000002,North West,128
07/06/2020,region,E12000009,South West,18
07/06/2020,region,E12000008,South East,61
07/06/2020,region,E12000003,Yorkshire and The Humber,149
07/06/2020,region,E12000006,East of England,46
08/06/2020,region,E12000005,West Midlands,119
08/06/2020,region,E12000001,North East,33
08/06/2020,region,E12000004,East Midlands,174
08/06/2020,region,E12000007,London,56
08/06/2020,region,E12000002,North West,165
08/06/2020,region,E12000009,South West,23
08/06/2020,region,E12000008,South East,124
08/06/2020,region,E12000003,Yorkshire and The Humber,188
08/06/2020,region,E12000006,East of England,93
09/06/2020,region,E12000005,West Midlands,101
09/06/2020,region,E12000001,North East,40
09/06/2020,region,E12000004,East Midlands,177
09/06/2020,region,E12000007,London,71
09/06/2020,region,E12000002,North West,217
09/06/2020,region,E12000009,South West,25
09/06/2020,region,E12000008,South East,114
09/06/2020,region,E12000003,Yorkshire and The Humber,173
09/06/2020,region,E12000006,East of England,130
10/06/2020,region,E12000005,West Midlands,92
10/06/2020,region,E12000001,North East,38
10/06/2020,region,E12000004,East Midlands,166
10/06/2020,region,E12000007,London,52
10/06/2020,region,E12000002,North West,225
10/06/2020,region,E12000009,South West,31
10/06/2020,region,E12000008,South East,125
10/06/2020,region,E12000003,Yorkshire and The Humber,226
10/06/2020,region,E12000006,East of England,118
11/06/2020,region,E12000005,West Midlands,92
11/06/2020,region,E12000001,North East,23
11/06/2020,region,E12000004,East Midlands,181
11/06/2020,region,E12000007,London,47
11/06/2020,region,E12000002,North West,177
11/06/2020,region,E12000009,South West,25
11/06/2020,region,E12000008,South East,93
11/06/2020,region,E12000003,Yorkshire and The Humber,197
11/06/2020,region,E12000006,East of England,71
12/06/2020,region,E12000005,West Midlands,79
12/06/2020,region,E12000001,North East,40
12/06/2020,region,E12000004,East Midlands,173
12/06/2020,region,E12000007,London,53
12/06/2020,region,E12000002,North West,171
12/06/2020,region,E12000009,South West,19
12/06/2020,region,E12000008,South East,85
12/06/2020,region,E12000003,Yorkshire and The Humber,246
12/06/2020,region,E12000006,East of England,65
13/06/2020,region,E12000005,West Midlands,86
13/06/2020,region,E12000001,North East,31
13/06/2020,region,E12000004,East Midlands,132
13/06/2020,region,E12000007,London,39
13/06/2020,region,E12000002,North West,128
13/06/2020,region,E12000009,South West,13
13/06/2020,region,E12000008,South East,66
13/06/2020,region,E12000003,Yorkshire and The Humber,193
13/06/2020,region,E12000006,East of England,89
14/06/2020,region,E12000005,West Midlands,75
14/06/2020,region,E12000001,North East,31
14/06/2020,region,E12000004,East Midlands,145
14/06/2020,region,E12000007,London,31
14/06/2020,region,E12000002,North West,148
14/06/2020,region,E12000009,South West,9
14/06/2020,region,E12000008,South East,71
14/06/2020,region,E12000003,Yorkshire and The Humber,159
14/06/2020,region,E12000006,East of England,73
15/06/2020,region,E12000005,West Midlands,103
15/06/2020,region,E12000001,North East,32
15/06/2020,region,E12000004,East Midlands,167
15/06/2020,region,E12000007,London,41
15/06/2020,region,E12000002,North West,166
15/06/2020,region,E12000009,South West,20
15/06/2020,region,E12000008,South East,98
15/06/2020,region,E12000003,Yorkshire and The Humber,189
15/06/2020,region,E12000006,East of England,113
16/06/2020,region,E12000005,West Midlands,106
16/06/2020,region,E12000001,North East,18
16/06/2020,region,E12000004,East Midlands,161
16/06/2020,region,E12000007,London,46
16/06/2020,region,E12000002,North West,212
16/06/2020,region,E12000009,South West,15
16/06/2020,region,E12000008,South East,96
16/06/2020,region,E12000003,Yorkshire and The Humber,216
16/06/2020,region,E12000006,East of England,107
17/06/2020,region,E12000005,West Midlands,80
17/06/2020,region,E12000001,North East,19
17/06/2020,region,E12000004,East Midlands,164
17/06/2020,region,E12000007,London,42
17/06/2020,region,E12000002,North West,184
17/06/2020,region,E12000009,South West,16
17/06/2020,region,E12000008,South East,82
17/06/2020,region,E12000003,Yorkshire and The Humber,230
17/06/2020,region,E12000006,East of England,77
18/06/2020,region,E12000005,West Midlands,83
18/06/2020,region,E12000001,North East,23
18/06/2020,region,E12000004,East Midlands,169
18/06/2020,region,E12000007,London,46
18/06/2020,region,E12000002,North West,179
18/06/2020,region,E12000009,South West,13
18/06/2020,region,E12000008,South East,75
18/06/2020,region,E12000003,Yorkshire and The Humber,258
18/06/2020,region,E12000006,East of England,83
19/06/2020,region,E12000005,West Midlands,52
19/06/2020,region,E12000001,North East,14
19/06/2020,region,E12000004,East Midlands,152
19/06/2020,region,E12000007,London,37
19/06/2020,region,E12000002,North West,163
19/06/2020,region,E12000009,South West,24
19/06/2020,region,E12000008,South East,78
19/06/2020,region,E12000003,Yorkshire and The Humber,203
19/06/2020,region,E12000006,East of England,74
20/06/2020,region,E12000005,West Midlands,48
20/06/2020,region,E12000001,North East,17
20/06/2020,region,E12000004,East Midlands,142
20/06/2020,region,E12000007,London,29
20/06/2020,region,E12000002,North West,117
20/06/2020,region,E12000009,South West,8
20/06/2020,region,E12000008,South East,65
20/06/2020,region,E12000003,Yorkshire and The Humber,163
20/06/2020,region,E12000006,East of England,31
21/06/2020,region,E12000005,West Midlands,37
21/06/2020,region,E12000001,North East,4
21/06/2020,region,E12000004,East Midlands,131
21/06/2020,region,E12000007,London,27
21/06/2020,region,E12000002,North West,99
21/06/2020,region,E12000009,South West,8
21/06/2020,region,E12000008,South East,67
21/06/2020,region,E12000003,Yorkshire and The Humber,116
21/06/2020,region,E12000006,East of England,57
22/06/2020,region,E12000005,West Midlands,67
22/06/2020,region,E12000001,North East,24
22/06/2020,region,E12000004,East Midlands,177
22/06/2020,region,E12000007,London,51
22/06/2020,region,E12000002,North West,158
22/06/2020,region,E12000009,South West,19
22/06/2020,region,E12000008,South East,78
22/06/2020,region,E12000003,Yorkshire and The Humber,156
22/06/2020,region,E12000006,East of England,74
23/06/2020,region,E12000005,West Midlands,52
23/06/2020,region,E12000001,North East,26
23/06/2020,region,E12000004,East Midlands,171
23/06/2020,region,E12000007,London,49
23/06/2020,region,E12000002,North West,129
23/06/2020,region,E12000009,South West,15
23/06/2020,region,E12000008,South East,60
23/06/2020,region,E12000003,Yorkshire and The Humber,172
23/06/2020,region,E12000006,East of England,44
24/06/2020,region,E12000005,West Midlands,53
24/06/2020,region,E12000001,North East,11
24/06/2020,region,E12000004,East Midlands,173
24/06/2020,region,E12000007,London,46
24/06/2020,region,E12000002,North West,160
24/06/2020,region,E12000008,South East,44
24/06/2020,region,E12000003,Yorkshire and The Humber,156
24/06/2020,region,E12000006,East of England,61
24/06/2020,region,E12000009,South West,17
25/06/2020,region,E12000005,West Midlands,56
25/06/2020,region,E12000001,North East,12
25/06/2020,region,E12000004,East Midlands,126
25/06/2020,region,E12000007,London,57
25/06/2020,region,E12000002,North West,127
25/06/2020,region,E12000009,South West,8
25/06/2020,region,E12000008,South East,64
25/06/2020,region,E12000003,Yorkshire and The Humber,143
25/06/2020,region,E12000006,East of England,38
26/06/2020,region,E12000005,West Midlands,69
26/06/2020,region,E12000001,North East,8
26/06/2020,region,E12000004,East Midlands,114
26/06/2020,region,E12000007,London,48
26/06/2020,region,E12000002,North West,105
26/06/2020,region,E12000009,South West,12
26/06/2020,region,E12000008,South East,65
26/06/2020,region,E12000003,Yorkshire and The Humber,152
26/06/2020,region,E12000006,East of England,59
27/06/2020,region,E12000005,West Midlands,44
27/06/2020,region,E12000001,North East,13
27/06/2020,region,E12000004,East Midlands,87
27/06/2020,region,E12000007,London,32
27/06/2020,region,E12000002,North West,93
27/06/2020,region,E12000009,South West,8
27/06/2020,region,E12000008,South East,54
27/06/2020,region,E12000003,Yorkshire and The Humber,149
27/06/2020,region,E12000006,East of England,20
28/06/2020,region,E12000005,West Midlands,26
28/06/2020,region,E12000001,North East,9
28/06/2020,region,E12000004,East Midlands,78
28/06/2020,region,E12000007,London,22
28/06/2020,region,E12000002,North West,95
28/06/2020,region,E12000009,South West,11
28/06/2020,region,E12000008,South East,45
28/06/2020,region,E12000003,Yorkshire and The Humber,97
28/06/2020,region,E12000006,East of England,25
29/06/2020,region,E12000005,West Midlands,56
29/06/2020,region,E12000001,North East,11
29/06/2020,region,E12000004,East Midlands,129
29/06/2020,region,E12000007,London,58
29/06/2020,region,E12000002,North West,123
29/06/2020,region,E12000009,South West,16
29/06/2020,region,E12000008,South East,78
29/06/2020,region,E12000003,Yorkshire and The Humber,133
29/06/2020,region,E12000006,East of England,49
30/06/2020,region,E12000005,West Midlands,51
30/06/2020,region,E12000001,North East,11
30/06/2020,region,E12000004,East Midlands,129
30/06/2020,region,E12000007,London,52
30/06/2020,region,E12000002,North West,103
30/06/2020,region,E12000009,South West,18
30/06/2020,region,E12000008,South East,57
30/06/2020,region,E12000003,Yorkshire and The Humber,112
30/06/2020,region,E12000006,East of England,34
01/07/2020,region,E12000005,West Midlands,51
01/07/2020,region,E12000001,North East,7
01/07/2020,region,E12000004,East Midlands,120
01/07/2020,region,E12000007,London,42
01/07/2020,region,E12000002,North West,112
01/07/2020,region,E12000009,South West,24
01/07/2020,region,E12000008,South East,69
01/07/2020,region,E12000003,Yorkshire and The Humber,131
01/07/2020,region,E12000006,East of England,39
02/07/2020,region,E12000005,West Midlands,54
02/07/2020,region,E12000001,North East,9
02/07/2020,region,E12000004,East Midlands,105
02/07/2020,region,E12000007,London,40
02/07/2020,region,E12000002,North West,97
02/07/2020,region,E12000009,South West,11
02/07/2020,region,E12000008,South East,60
02/07/2020,region,E12000003,Yorkshire and The Humber,104
02/07/2020,region,E12000006,East of England,63
03/07/2020,region,E12000005,West Midlands,40
03/07/2020,region,E12000001,North East,8
03/07/2020,region,E12000004,East Midlands,107
03/07/2020,region,E12000007,London,38
03/07/2020,region,E12000002,North West,96
03/07/2020,region,E12000009,South West,8
03/07/2020,region,E12000008,South East,62
03/07/2020,region,E12000003,Yorkshire and The Humber,106
03/07/2020,region,E12000006,East of England,60
04/07/2020,region,E12000005,West Midlands,23
04/07/2020,region,E12000001,North East,9
04/07/2020,region,E12000004,East Midlands,84
04/07/2020,region,E12000007,London,32
04/07/2020,region,E12000002,North West,70
04/07/2020,region,E12000009,South West,9
04/07/2020,region,E12000008,South East,29
04/07/2020,region,E12000003,Yorkshire and The Humber,77
04/07/2020,region,E12000006,East of England,42
05/07/2020,region,E12000005,West Midlands,36
05/07/2020,region,E12000001,North East,4
05/07/2020,region,E12000004,East Midlands,127
05/07/2020,region,E12000007,London,51
05/07/2020,region,E12000002,North West,115
05/07/2020,region,E12000009,South West,17
05/07/2020,region,E12000008,South East,58
05/07/2020,region,E12000003,Yorkshire and The Humber,90
05/07/2020,region,E12000006,East of England,36
06/07/2020,region,E12000005,West Midlands,53
06/07/2020,region,E12000001,North East,11
06/07/2020,region,E12000004,East Midlands,139
06/07/2020,region,E12000007,London,54
06/07/2020,region,E12000002,North West,142
06/07/2020,region,E12000009,South West,23
06/07/2020,region,E12000008,South East,44
06/07/2020,region,E12000003,Yorkshire and The Humber,120
06/07/2020,region,E12000006,East of England,56
07/07/2020,region,E12000005,West Midlands,61
07/07/2020,region,E12000001,North East,12
07/07/2020,region,E12000004,East Midlands,108
07/07/2020,region,E12000007,London,60
07/07/2020,region,E12000002,North West,94
07/07/2020,region,E12000009,South West,16
07/07/2020,region,E12000008,South East,55
07/07/2020,region,E12000003,Yorkshire and The Humber,103
07/07/2020,region,E12000006,East of England,39
08/07/2020,region,E12000005,West Midlands,65
08/07/2020,region,E12000001,North East,12
08/07/2020,region,E12000004,East Midlands,110
08/07/2020,region,E12000007,London,57
08/07/2020,region,E12000002,North West,116
08/07/2020,region,E12000009,South West,15
08/07/2020,region,E12000008,South East,82
08/07/2020,region,E12000003,Yorkshire and The Humber,126
08/07/2020,region,E12000006,East of England,76
09/07/2020,region,E12000005,West Midlands,122
09/07/2020,region,E12000001,North East,17
09/07/2020,region,E12000004,East Midlands,95
09/07/2020,region,E12000007,London,54
09/07/2020,region,E12000002,North West,130
09/07/2020,region,E12000009,South West,17
09/07/2020,region,E12000008,South East,83
09/07/2020,region,E12000003,Yorkshire and The Humber,97
09/07/2020,region,E12000006,East of England,54
10/07/2020,region,E12000005,West Midlands,43
10/07/2020,region,E12000001,North East,10
10/07/2020,region,E12000004,East Midlands,99
10/07/2020,region,E12000007,London,40
10/07/2020,region,E12000002,North West,87
10/07/2020,region,E12000009,South West,13
10/07/2020,region,E12000008,South East,76
10/07/2020,region,E12000003,Yorkshire and The Humber,92
10/07/2020,region,E12000006,East of England,49
11/07/2020,region,E12000005,West Midlands,40
11/07/2020,region,E12000001,North East,7
11/07/2020,region,E12000004,East Midlands,94
11/07/2020,region,E12000007,London,19
11/07/2020,region,E12000002,North West,79
11/07/2020,region,E12000009,South West,6
11/07/2020,region,E12000008,South East,34
11/07/2020,region,E12000003,Yorkshire and The Humber,85
11/07/2020,region,E12000006,East of England,42
12/07/2020,region,E12000005,West Midlands,38
12/07/2020,region,E12000001,North East,3
12/07/2020,region,E12000004,East Midlands,46
12/07/2020,region,E12000007,London,38
12/07/2020,region,E12000002,North West,54
12/07/2020,region,E12000009,South West,6
12/07/2020,region,E12000008,South East,31
12/07/2020,region,E12000003,Yorkshire and The Humber,98
12/07/2020,region,E12000006,East of England,35
13/07/2020,region,E12000005,West Midlands,78
13/07/2020,region,E12000001,North East,9
13/07/2020,region,E12000004,East Midlands,104
13/07/2020,region,E12000007,London,85
13/07/2020,region,E12000002,North West,105
13/07/2020,region,E12000009,South West,17
13/07/2020,region,E12000008,South East,69
13/07/2020,region,E12000003,Yorkshire and The Humber,136
13/07/2020,region,E12000006,East of England,64
14/07/2020,region,E12000005,West Midlands,71
14/07/2020,region,E12000001,North East,12
14/07/2020,region,E12000004,East Midlands,89
14/07/2020,region,E12000007,London,62
14/07/2020,region,E12000002,North West,111
14/07/2020,region,E12000009,South West,19
14/07/2020,region,E12000008,South East,60
14/07/2020,region,E12000003,Yorkshire and The Humber,133
14/07/2020,region,E12000006,East of England,81
15/07/2020,region,E12000005,West Midlands,108
15/07/2020,region,E12000001,North East,16
15/07/2020,region,E12000004,East Midlands,114
15/07/2020,region,E12000007,London,76
15/07/2020,region,E12000002,North West,146
15/07/2020,region,E12000009,South West,17
15/07/2020,region,E12000008,South East,63
15/07/2020,region,E12000003,Yorkshire and The Humber,119
15/07/2020,region,E12000006,East of England,55
16/07/2020,region,E12000005,West Midlands,65
16/07/2020,region,E12000001,North East,15
16/07/2020,region,E12000004,East Midlands,92
16/07/2020,region,E12000007,London,70
16/07/2020,region,E12000002,North West,150
16/07/2020,region,E12000009,South West,27
16/07/2020,region,E12000008,South East,63
16/07/2020,region,E12000003,Yorkshire and The Humber,86
16/07/2020,region,E12000006,East of England,61
17/07/2020,region,E12000005,West Midlands,68
17/07/2020,region,E12000001,North East,10
17/07/2020,region,E12000004,East Midlands,80
17/07/2020,region,E12000007,London,48
17/07/2020,region,E12000002,North West,110
17/07/2020,region,E12000009,South West,20
