date,areaType,areaCode,areaName,newCasesBySpecimenDate
17/07/2020,region,E12000008,South East,49
17/07/2020,region,E12000003,Yorkshire and The Humber,100
17/07/2020,region,E12000006,East of England,51
18/07/2020,region,E12000005,West Midlands,51
18/07/2020,region,E12000001,North East,4
18/07/2020,region,E12000004,East Midlands,63
18/07/2020,region,E12000007,London,48
18/07/2020,region,E12000002,North West,107
18/07/2020,region,E12000009,South West,12
18/07/2020,region,E12000008,South East,54
18/07/2020,region,E12000003,Yorkshire and The Humber,97
18/07/2020,region,E12000006,East of England,29
19/07/2020,region,E12000005,West Midlands,40
19/07/2020,region,E12000001,North East,7
19/07/2020,region,E12000004,East Midlands,48
19/07/2020,region,E12000007,London,41
19/07/2020,region,E12000002,North West,93
19/07/2020,region,E12000009,South West,9
19/07/2020,region,E12000008,South East,46
19/07/2020,region,E12000003,Yorkshire and The Humber,101
19/07/2020,region,E12000006,East of England,21
20/07/2020,region,E12000005,West Midlands,83
20/07/2020,region,E12000001,North East,11
20/07/2020,region,E12000004,East Midlands,82
20/07/2020,region,E12000007,London,97
20/07/2020,region,E12000002,North West,165
20/07/2020,region,E12000009,South West,23
20/07/2020,region,E12000008,South East,87
20/07/2020,region,E12000003,Yorkshire and The Humber,115
20/07/2020,region,E12000006,East of England,81
21/07/2020,region,E12000005,West Midlands,80
21/07/2020,region,E12000001,North East,14
21/07/2020,region,E12000004,East Midlands,68
21/07/2020,region,E12000007,London,82
21/07/2020,region,E12000002,North West,156
21/07/2020,region,E12000009,South West,35
21/07/2020,region,E12000008,South East,77
21/07/2020,region,E12000003,Yorkshire and The Humber,100
21/07/2020,region,E12000006,East of England,66
22/07/2020,region,E12000005,West Midlands,78
22/07/2020,region,E12000001,North East,16
22/07/2020,region,E12000004,East Midlands,88
22/07/2020,region,E12000007,London,81
22/07/2020,region,E12000002,North West,208
22/07/2020,region,E12000009,South West,30
22/07/2020,region,E12000008,South East,77
22/07/2020,region,E12000003,Yorkshire and The Humber,103
22/07/2020,region,E12000006,East of England,54
23/07/2020,region,E12000005,West Midlands,89
23/07/2020,region,E12000001,North East,8
23/07/2020,region,E12000004,East Midlands,94
23/07/2020,region,E12000007,London,71
23/07/2020,region,E12000002,North West,183
23/07/2020,region,E12000009,South West,40
23/07/2020,region,E12000008,South East,76
23/07/2020,region,E12000003,Yorkshire and The Humber,106
23/07/2020,region,E12000006,East of England,50
24/07/2020,region,E12000005,West Midlands,79
24/07/2020,region,E12000001,North East,7
24/07/2020,region,E12000004,East Midlands,82
24/07/2020,region,E12000007,London,83
24/07/2020,region,E12000002,North West,158
24/07/2020,region,E12000009,South West,34
24/07/2020,region,E12000008,South East,63
24/07/2020,region,E12000003,Yorkshire and The Humber,108
24/07/2020,region,E12000006,East of England,79
25/07/2020,region,E12000005,West Midlands,67
25/07/2020,region,E12000001,North East,5
25/07/2020,region,E12000004,East Midlands,44
25/07/2020,region,E12000007,London,56
25/07/2020,region,E12000002,North West,137
25/07/2020,region,E12000009,South West,16
25/07/2020,region,E12000008,South East,47
25/07/2020,region,E12000003,Yorkshire and The Humber,88
25/07/2020,region,E12000006,East of England,28
26/07/2020,region,E12000005,West Midlands,66
26/07/2020,region,E12000001,North East,6
26/07/2020,region,E12000004,East Midlands,38
26/07/2020,region,E12000007,London,65
26/07/2020,region,E12000002,North West,158
26/07/2020,region,E12000009,South West,20
26/07/2020,region,E12000008,South East,37
26/07/2020,region,E12000003,Yorkshire and The Humber,91
26/07/2020,region,E12000006,East of England,26
27/07/2020,region,E12000005,West Midlands,77
27/07/2020,region,E12000001,North East,9
27/07/2020,region,E12000004,East Midlands,92
27/07/2020,region,E12000007,London,100
27/07/2020,region,E12000002,North West,191
27/07/2020,region,E12000009,South West,39
27/07/2020,region,E12000008,South East,85
27/07/2020,region,E12000003,Yorkshire and The Humber,143
27/07/2020,region,E12000006,East of England,65
28/07/2020,region,E12000005,West Midlands,89
28/07/2020,region,E12000001,North East,5
28/07/2020,region,E12000004,East Midlands,77
28/07/2020,region,E12000007,London,100
28/07/2020,region,E12000002,North West,198
28/07/2020,region,E12000009,South West,34
28/07/2020,region,E12000008,South East,63
28/07/2020,region,E12000003,Yorkshire and The Humber,150
28/07/2020,region,E12000006,East of England,56
29/07/2020,region,E12000005,West Midlands,90
29/07/2020,region,E12000001,North East,21
29/07/2020,region,E12000004,East Midlands,108
29/07/2020,region,E12000007,London,99
29/07/2020,region,E12000002,North West,287
29/07/2020,region,E12000009,South West,53
29/07/2020,region,E12000008,South East,80
29/07/2020,region,E12000003,Yorkshire and The Humber,163
29/07/2020,region,E12000006,East of England,66
30/07/2020,region,E12000005,West Midlands,80
30/07/2020,region,E12000001,North East,15
30/07/2020,region,E12000004,East Midlands,110
30/07/2020,region,E12000007,London,102
30/07/2020,region,E12000002,North West,221
30/07/2020,region,E12000009,South West,63
30/07/2020,region,E12000008,South East,62
30/07/2020,region,E12000003,Yorkshire and The Humber,140
30/07/2020,region,E12000006,East of England,52
31/07/2020,region,E12000005,West Midlands,81
31/07/2020,region,E12000001,North East,12
31/07/2020,region,E12000004,East Midlands,75
31/07/2020,region,E12000007,London,73
31/07/2020,region,E12000002,North West,178
31/07/2020,region,E12000009,South West,29
31/07/2020,region,E12000008,South East,41
31/07/2020,region,E12000003,Yorkshire and The Humber,99
31/07/2020,region,E12000006,East of England,31
01/08/2020,region,E12000005,West Midlands,54
01/08/2020,region,E12000001,North East,9
01/08/2020,region,E12000004,East Midlands,69
01/08/2020,region,E12000007,London,58
01/08/2020,region,E12000002,North West,158
01/08/2020,region,E12000009,South West,9
01/08/2020,region,E12000008,South East,29
01/08/2020,region,E12000003,Yorkshire and The Humber,81
01/08/2020,region,E12000006,East of England,22
02/08/2020,region,E12000005,West Midlands,42
02/08/2020,region,E12000001,North East,16
02/08/2020,region,E12000004,East Midlands,54
02/08/2020,region,E12000007,London,76
02/08/2020,region,E12000002,North West,166
02/08/2020,region,E12000009,South West,10
02/08/2020,region,E12000008,South East,21
02/08/2020,region,E12000003,Yorkshire and The Humber,85
02/08/2020,region,E12000006,East of England,36
03/08/2020,region,E12000005,West Midlands,88
03/08/2020,region,E12000001,North East,19
03/08/2020,region,E12000004,East Midlands,108
03/08/2020,region,E12000007,London,87
03/08/2020,region,E12000002,North West,297
03/08/2020,region,E12000009,South West,43
03/08/2020,region,E12000008,South East,76
03/08/2020,region,E12000003,Yorkshire and The Humber,144
03/08/2020,region,E12000006,East of England,68
04/08/2020,region,E12000005,West Midlands,98
04/08/2020,region,E12000001,North East,20
04/08/2020,region,E12000004,East Midlands,88
04/08/2020,region,E12000007,London,104
04/08/2020,region,E12000002,North West,278
04/08/2020,region,E12000009,South West,54
04/08/2020,region,E12000008,South East,66
04/08/2020,region,E12000003,Yorkshire and The Humber,146
04/08/2020,region,E12000006,East of England,55
05/08/2020,region,E12000005,West Midlands,94
05/08/2020,region,E12000001,North East,30
05/08/2020,region,E12000004,East Midlands,114
05/08/2020,region,E12000007,London,113
05/08/2020,region,E12000002,North West,260
05/08/2020,region,E12000009,South West,40
05/08/2020,region,E12000008,South East,66
05/08/2020,region,E12000003,Yorkshire and The Humber,157
05/08/2020,region,E12000006,East of England,54
06/08/2020,region,E12000005,West Midlands,113
06/08/2020,region,E12000001,North East,24
06/08/2020,region,E12000004,East Midlands,113
06/08/2020,region,E12000007,London,104
06/08/2020,region,E12000002,North West,279
06/08/2020,region,E12000009,South West,45
06/08/2020,region,E12000008,South East,61
06/08/2020,region,E12000003,Yorkshire and The Humber,177
06/08/2020,region,E12000006,East of England,44
07/08/2020,region,E12000005,West Midlands,105
07/08/2020,region,E12000001,North East,15
07/08/2020,region,E12000004,East Midlands,90
07/08/2020,region,E12000007,London,122
07/08/2020,region,E12000002,North West,241
07/08/2020,region,E12000009,South West,41
07/08/2020,region,E12000008,South East,56
07/08/2020,region,E12000003,Yorkshire and The Humber,120
07/08/2020,region,E12000006,East of England,68
08/08/2020,region,E12000005,West Midlands,74
08/08/2020,region,E12000001,North East,12
08/08/2020,region,E12000004,East Midlands,73
08/08/2020,region,E12000007,London,55
08/08/2020,region,E12000002,North West,215
08/08/2020,region,E12000009,South West,25
08/08/2020,region,E12000008,South East,31
08/08/2020,region,E12000003,Yorkshire and The Humber,104
08/08/2020,region,E12000006,East of England,44
09/08/2020,region,E12000005,West Midlands,77
09/08/2020,region,E12000001,North East,15
09/08/2020,region,E12000004,East Midlands,72
09/08/2020,region,E12000007,London,67
09/08/2020,region,E12000002,North West,159
09/08/2020,region,E12000009,South West,15
09/08/2020,region,E12000008,South East,29
09/08/2020,region,E12000003,Yorkshire and The Humber,97
09/08/2020,region,E12000006,East of England,23
10/08/2020,region,E12000005,West Midlands,157
10/08/2020,region,E12000001,North East,21
10/08/2020,region,E12000004,East Midlands,210
10/08/2020,region,E12000007,London,143
10/08/2020,region,E12000002,North West,358
10/08/2020,region,E12000009,South West,42
10/08/2020,region,E12000008,South East,112
10/08/2020,region,E12000003,Yorkshire and The Humber,221
10/08/2020,region,E12000006,East of England,67
11/08/2020,region,E12000005,West Midlands,164
11/08/2020,region,E12000001,North East,45
11/08/2020,region,E12000004,East Midlands,176
11/08/2020,region,E12000007,London,149
11/08/2020,region,E12000002,North West,309
11/08/2020,region,E12000009,South West,41
11/08/2020,region,E12000008,South East,77
11/08/2020,region,E12000003,Yorkshire and The Humber,185
11/08/2020,region,E12000006,East of England,48
12/08/2020,region,E12000005,West Midlands,133
12/08/2020,region,E12000001,North East,39
12/08/2020,region,E12000004,East Midlands,119
12/08/2020,region,E12000007,London,160
12/08/2020,region,E12000002,North West,275
12/08/2020,region,E12000009,South West,42
12/08/2020,region,E12000008,South East,83
12/08/2020,region,E12000003,Yorkshire and The Humber,171
12/08/2020,region,E12000006,East of England,65
13/08/2020,region,E12000005,West Midlands,117
13/08/2020,region,E12000001,North East,53
13/08/2020,region,E12000004,East Midlands,109
13/08/2020,region,E12000007,London,124
13/08/2020,region,E12000002,North West,236
13/08/2020,region,E12000009,South West,53
13/08/2020,region,E12000008,South East,75
13/08/2020,region,E12000003,Yorkshire and The Humber,179
13/08/2020,region,E12000006,East of England,61
14/08/2020,region,E12000005,West Midlands,170
14/08/2020,region,E12000001,North East,31
14/08/2020,region,E12000004,East Midlands,87
14/08/2020,region,E12000007,London,126
14/08/2020,region,E12000002,North West,235
14/08/2020,region,E12000009,South West,55
14/08/2020,region,E12000008,South East,95
14/08/2020,region,E12000003,Yorkshire and The Humber,161
14/08/2020,region,E12000006,East of England,67
15/08/2020,region,E12000005,West Midlands,95
15/08/2020,region,E12000001,North East,18
15/08/2020,region,E12000004,East Midlands,55
15/08/2020,region,E12000007,London,106
15/08/2020,region,E12000002,North West,156
15/08/2020,region,E12000009,South West,24
15/08/2020,region,E12000008,South East,44
15/08/2020,region,E12000003,Yorkshire and The Humber,108
15/08/2020,region,E12000006,East of England,31
16/08/2020,region,E12000005,West Midlands,73
16/08/2020,region,E12000001,North East,11
16/08/2020,region,E12000004,East Midlands,58
16/08/2020,region,E12000007,London,88
16/08/2020,region,E12000002,North West,116
16/08/2020,region,E12000009,South West,37
16/08/2020,region,E12000008,South East,36
16/08/2020,region,E12000003,Yorkshire and The Humber,79
16/08/2020,region,E12000006,East of England,27
17/08/2020,region,E12000005,West Midlands,138
17/08/2020,region,E12000001,North East,32
17/08/2020,region,E12000004,East Midlands,137
17/08/2020,region,E12000007,London,189
17/08/2020,region,E12000002,North West,282
17/08/2020,region,E12000009,South West,48
17/08/2020,region,E12000008,South East,109
17/08/2020,region,E12000003,Yorkshire and The Humber,126
17/08/2020,region,E12000006,East of England,63
18/08/2020,region,E12000005,West Midlands,110
18/08/2020,region,E12000001,North East,36
18/08/2020,region,E12000004,East Midlands,77
18/08/2020,region,E12000007,London,181
18/08/2020,region,E12000002,North West,191
18/08/2020,region,E12000009,South West,58
18/08/2020,region,E12000008,South East,77
18/08/2020,region,E12000003,Yorkshire and The Humber,122
18/08/2020,region,E12000006,East of England,59
19/08/2020,region,E12000005,West Midlands,118
19/08/2020,region,E12000001,North East,46
19/08/2020,region,E12000004,East Midlands,101
19/08/2020,region,E12000007,London,152
19/08/2020,region,E12000002,North West,253
19/08/2020,region,E12000009,South West,69
19/08/2020,region,E12000008,South East,115
19/08/2020,region,E12000003,Yorkshire and The Humber,140
19/08/2020,region,E12000006,East of England,63
20/08/2020,region,E12000005,West Midlands,163
20/08/2020,region,E12000001,North East,43
20/08/2020,region,E12000004,East Midlands,100
20/08/2020,region,E12000007,London,203
20/08/2020,region,E12000002,North West,224
20/08/2020,region,E12000009,South West,85
20/08/2020,region,E12000008,South East,130
20/08/2020,region,E12000003,Yorkshire and The Humber,165
20/08/2020,region,E12000006,East of England,81
21/08/2020,region,E12000005,West Midlands,103
21/08/2020,region,E12000001,North East,42
21/08/2020,region,E12000004,East Midlands,101
21/08/2020,region,E12000007,London,168
21/08/2020,region,E12000002,North West,210
21/08/2020,region,E12000009,South West,64
21/08/2020,region,E12000008,South East,110
21/08/2020,region,E12000003,Yorkshire and The Humber,129
21/08/2020,region,E12000006,East of England,63
22/08/2020,region,E12000005,West Midlands,76
22/08/2020,region,E12000001,North East,33
22/08/2020,region,E12000004,East Midlands,49
22/08/2020,region,E12000007,London,120
22/08/2020,region,E12000002,North West,173
22/08/2020,region,E12000009,South West,39
22/08/2020,region,E12000008,South East,78
22/08/2020,region,E12000003,Yorkshire and The Humber,89
22/08/2020,region,E12000006,East of England,49
23/08/2020,region,E12000005,West Midlands,83
23/08/2020,region,E12000001,North East,23
23/08/2020,region,E12000004,East Midlands,52
23/08/2020,region,E12000007,London,141
23/08/2020,region,E12000002,North West,118
23/08/2020,region,E12000009,South West,41
23/08/2020,region,E12000008,South East,84
23/08/2020,region,E12000003,Yorkshire and The Humber,93
23/08/2020,region,E12000006,East of England,52
24/08/2020,region,E12000005,West Midlands,137
24/08/2020,region,E12000001,North East,39
24/08/2020,region,E12000004,East Midlands,88
24/08/2020,region,E12000007,London,195
24/08/2020,region,E12000002,North West,251
24/08/2020,region,E12000009,South West,49
24/08/2020,region,E12000008,South East,95
24/08/2020,region,E12000003,Yorkshire and The Humber,150
24/08/2020,region,E12000006,East of England,102
25/08/2020,region,E12000005,West Midlands,142
25/08/2020,region,E12000001,North East,49
25/08/2020,region,E12000004,East Midlands,73
25/08/2020,region,E12000007,London,170
25/08/2020,region,E12000002,North West,212
25/08/2020,region,E12000009,South West,50
25/08/2020,region,E12000008,South East,90
25/08/2020,region,E12000003,Yorkshire and The Humber,135
25/08/2020,region,E12000006,East of England,100
26/08/2020,region,E12000005,West Midlands,124
26/08/2020,region,E12000001,North East,68
26/08/2020,region,E12000004,East Midlands,91
26/08/2020,region,E12000007,London,164
26/08/2020,region,E12000002,North West,284
26/08/2020,region,E12000009,South West,62
26/08/2020,region,E12000008,South East,115
26/08/2020,region,E12000003,Yorkshire and The Humber,119
26/08/2020,region,E12000006,East of England,93
27/08/2020,region,E12000005,West Midlands,143
27/08/2020,region,E12000001,North East,66
27/08/2020,region,E12000004,East Midlands,83
27/08/2020,region,E12000007,London,229
27/08/2020,region,E12000002,North West,287
27/08/2020,region,E12000009,South West,56
27/08/2020,region,E12000008,South East,127
27/08/2020,region,E12000003,Yorkshire and The Humber,192
27/08/2020,region,E12000006,East of England,121
28/08/2020,region,E12000005,West Midlands,153
28/08/2020,region,E12000001,North East,67
28/08/2020,region,E12000004,East Midlands,95
28/08/2020,region,E12000007,London,221
28/08/2020,region,E12000002,North West,359
28/08/2020,region,E12000009,South West,72
28/08/2020,region,E12000008,South East,116
28/08/2020,region,E12000003,Yorkshire and The Humber,161
28/08/2020,region,E12000006,East of England,102
29/08/2020,region,E12000005,West Midlands,112
29/08/2020,region,E12000001,North East,78
29/08/2020,region,E12000004,East Midlands,48
29/08/2020,region,E12000007,London,139
29/08/2020,region,E12000002,North West,245
29/08/2020,region,E12000009,South West,50
29/08/2020,region,E12000008,South East,104
29/08/2020,region,E12000003,Yorkshire and The Humber,170
29/08/2020,region,E12000006,East of England,80
30/08/2020,region,E12000005,West Midlands,94
30/08/2020,region,E12000001,North East,61
30/08/2020,region,E12000004,East Midlands,61
30/08/2020,region,E12000007,London,133
30/08/2020,region,E12000002,North West,254
30/08/2020,region,E12000009,South West,34
30/08/2020,region,E12000008,South East,101
30/08/2020,region,E12000003,Yorkshire and The Humber,143
30/08/2020,region,E12000006,East of England,88
31/08/2020,region,E12000005,West Midlands,127
31/08/2020,region,E12000001,North East,91
31/08/2020,region,E12000004,East Midlands,87
31/08/2020,region,E12000007,London,216
31/08/2020,region,E12000002,North West,263
31/08/2020,region,E12000009,South West,57
31/08/2020,region,E12000008,South East,117
31/08/2020,region,E12000003,Yorkshire and The Humber,192
31/08/2020,region,E12000006,East of England,101
01/09/2020,region,E12000005,West Midlands,255
01/09/2020,region,E12000001,North East,117
01/09/2020,region,E12000004,East Midlands,158
01/09/2020,region,E12000007,London,314
01/09/2020,region,E12000002,North West,449
01/09/2020,region,E12000009,South West,99
01/09/2020,region,E12000008,South East,124
01/09/2020,region,E12000003,Yorkshire and The Humber,263
01/09/2020,region,E12000006,East of England,124
02/09/2020,region,E12000005,West Midlands,346
02/09/2020,region,E12000001,North East,127
02/09/2020,region,E12000004,East Midlands,244
02/09/2020,region,E12000007,London,334
02/09/2020,region,E12000002,North West,665
02/09/2020,region,E12000009,South West,131
02/09/2020,region,E12000008,South East,199
02/09/2020,region,E12000003,Yorkshire and The Humber,373
02/09/2020,region,E12000006,East of England,171
03/09/2020,region,E12000005,West Midlands,364
03/09/2020,region,E12000001,North East,204
03/09/2020,region,E12000004,East Midlands,234
03/09/2020,region,E12000007,London,347
03/09/2020,region,E12000002,North West,630
03/09/2020,region,E12000009,South West,146
03/09/2020,region,E12000008,South East,225
03/09/2020,region,E12000003,Yorkshire and The Humber,335
03/09/2020,region,E12000006,East of England,152
04/09/2020,region,E12000005,West Midlands,434
04/09/2020,region,E12000001,North East,175
04/09/2020,region,E12000004,East Midlands,182
04/09/2020,region,E12000007,London,355
04/09/2020,region,E12000002,North West,633
04/09/2020,region,E12000009,South West,131
04/09/2020,region,E12000008,South East,227
04/09/2020,region,E12000003,Yorkshire and The Humber,302
04/09/2020,region,E12000006,East of England,119
05/09/2020,region,E12000005,West Midlands,307
05/09/2020,region,E12000001,North East,233
05/09/2020,region,E12000004,East Midlands,166
05/09/2020,region,E12000007,London,270
05/09/2020,region,E12000002,North West,541
05/09/2020,region,E12000009,South West,83
05/09/2020,region,E12000008,South East,158
05/09/2020,region,E12000003,Yorkshire and The Humber,312
05/09/2020,region,E12000006,East of England,97
06/09/2020,region,E12000005,West Midlands,320
06/09/2020,region,E12000001,North East,170
06/09/2020,region,E12000004,East Midlands,135
06/09/2020,region,E12000007,London,205
06/09/2020,region,E12000002,North West,575
06/09/2020,region,E12000009,South West,73
06/09/2020,region,E12000008,South East,180
06/09/2020,region,E12000003,Yorkshire and The Humber,305
06/09/2020,region,E12000006,East of England,79
07/09/2020,region,E12000005,West Midlands,486
07/09/2020,region,E12000001,North East,203
07/09/2020,region,E12000004,East Midlands,343
07/09/2020,region,E12000007,London,463
07/09/2020,region,E12000002,North West,958
07/09/2020,region,E12000009,South West,97
07/09/2020,region,E12000008,South East,205
07/09/2020,region,E12000003,Yorkshire and The Humber,524
07/09/2020,region,E12000006,East of England,154
08/09/2020,region,E12000005,West Midlands,430
08/09/2020,region,E12000001,North East,224
08/09/2020,region,E12000004,East Midlands,313
08/09/2020,region,E12000007,London,343
08/09/2020,region,E12000002,North West,856
08/09/2020,region,E12000009,South West,75
08/09/2020,region,E12000008,South East,186
08/09/2020,region,E12000003,Yorkshire and The Humber,380
08/09/2020,region,E12000006,East of England,167
09/09/2020,region,E12000005,West Midlands,386
09/09/2020,region,E12000001,North East,234
09/09/2020,region,E12000004,East Midlands,253
09/09/2020,region,E12000007,London,344
09/09/2020,region,E12000002,North West,838
09/09/2020,region,E12000009,South West,76
09/09/2020,region,E12000008,South East,167
09/09/2020,region,E12000003,Yorkshire and The Humber,393
09/09/2020,region,E12000006,East of England,126
10/09/2020,region,E12000005,West Midlands,384
10/09/2020,region,E12000001,North East,235
10/09/2020,region,E12000004,East Midlands,207
10/09/2020,region,E12000007,London,392
10/09/2020,region,E12000002,North West,912
10/09/2020,region,E12000009,South West,83
10/09/2020,region,E12000008,South East,214
10/09/2020,region,E12000003,Yorkshire and The Humber,461
10/09/2020,region,E12000006,East of England,164
11/09/2020,region,E12000005,West Midlands,359
11/09/2020,region,E12000001,North East,199
11/09/2020,region,E12000004,East Midlands,218
11/09/2020,region,E12000007,London,332
11/09/2020,region,E12000002,North West,875
11/09/2020,region,E12000009,South West,94
11/09/2020,region,E12000008,South East,158
11/09/2020,region,E12000003,Yorkshire and The Humber,384
11/09/2020,region,E12000006,East of England,129
12/09/2020,region,E12000005,West Midlands,291
12/09/2020,region,E12000001,North East,156
12/09/2020,region,E12000004,East Midlands,142
12/09/2020,region,E12000007,London,230
12/09/2020,region,E12000002,North West,760
12/09/2020,region,E12000009,South West,63
12/09/2020,region,E12000008,South East,136
12/09/2020,region,E12000003,Yorkshire and The Humber,313
12/09/2020,region,E12000006,East of England,83
13/09/2020,region,E12000005,West Midlands,218
13/09/2020,region,E12000001,North East,141
13/09/2020,region,E12000004,East Midlands,124
13/09/2020,region,E12000007,London,112
13/09/2020,region,E12000002,North West,612
13/09/2020,region,E12000009,South West,55
13/09/2020,region,E12000008,South East,63
13/09/2020,region,E12000003,Yorkshire and The Humber,297
13/09/2020,region,E12000006,East of England,56
14/09/2020,region,E12000005,West Midlands,324
14/09/2020,region,E12000001,North East,196
14/09/2020,region,E12000004,East Midlands,200
14/09/2020,region,E12000007,London,298
14/09/2020,region,E12000002,North West,1051
14/09/2020,region,E12000009,South West,77
14/09/2020,region,E12000008,South East,148
14/09/2020,region,E12000003,Yorkshire and The Humber,386
14/09/2020,region,E12000006,East of England,142
15/09/2020,region,E12000005,West Midlands,361
15/09/2020,region,E12000001,North East,264
15/09/2020,region,E12000004,East Midlands,206
15/09/2020,region,E12000007,London,269
15/09/2020,region,E12000002,North West,1068
15/09/2020,region,E12000009,South West,86
15/09/2020,region,E12000008,South East,137
15/09/2020,region,E12000003,Yorkshire and The Humber,419
15/09/2020,region,E12000006,East of England,150
16/09/2020,region,E12000005,West Midlands,457
16/09/2020,region,E12000001,North East,329
16/09/2020,region,E12000004,East Midlands,243
16/09/2020,region,E12000007,London,293
16/09/2020,region,E12000002,North West,1447
16/09/2020,region,E12000009,South West,74
16/09/2020,region,E12000008,South East,145
16/09/2020,region,E12000003,Yorkshire and The Humber,544
16/09/2020,region,E12000006,East of England,142
17/09/2020,region,E12000005,West Midlands,507
17/09/2020,region,E12000001,North East,370
17/09/2020,region,E12000004,East Midlands,252
17/09/2020,region,E12000007,London,323
17/09/2020,region,E12000002,North West,1404
17/09/2020,region,E12000009,South West,107
17/09/2020,region,E12000008,South East,163
17/09/2020,region,E12000003,Yorkshire and The Humber,569
17/09/2020,region,E12000006,East of England,145
18/09/2020,region,E12000005,West Midlands,582
18/09/2020,region,E12000001,North East,463
18/09/2020,region,E12000004,East Midlands,259
18/09/2020,region,E12000007,London,386
18/09/2020,region,E12000002,North West,1397
18/09/2020,region,E12000009,South West,124
18/09/2020,region,E12000008,South East,193
18/09/2020,region,E12000003,Yorkshire and The Humber,557
18/09/2020,region,E12000006,East of England,206
19/09/2020,region,E12000005,West Midlands,579
19/09/2020,region,E12000001,North East,434
19/09/2020,region,E12000004,East Midlands,248
19/09/2020,region,E12000007,London,338
19/09/2020,region,E12000002,North West,1508
19/09/2020,region,E12000009,South West,126
19/09/2020,region,E12000008,South East,173
19/09/2020,region,E12000003,Yorkshire and The Humber,559
19/09/2020,region,E12000006,East of England,146
20/09/2020,region,E12000005,West Midlands,598
20/09/2020,region,E12000001,North East,589
20/09/2020,region,E12000004,East Midlands,265
20/09/2020,region,E12000007,London,410
20/09/2020,region,E12000002,North West,1561
20/09/2020,region,E12000009,South West,144
20/09/2020,region,E12000008,South East,175
20/09/2020,region,E12000003,Yorkshire and The Humber,666
20/09/2020,region,E12000006,East of England,163
21/09/2020,region,E12000005,West Midlands,646
21/09/2020,region,E12000001,North East,610
21/09/2020,region,E12000004,East Midlands,292
21/09/2020,region,E12000007,London,428
21/09/2020,region,E12000002,North West,1476
21/09/2020,region,E12000009,South West,150
21/09/2020,region,E12000008,South East,226
21/09/2020,region,E12000003,Yorkshire and The Humber,615
21/09/2020,region,E12000006,East of England,166
22/09/2020,region,E12000005,West Midlands,609
22/09/2020,region,E12000001,North East,549
22/09/2020,region,E12000004,East Midlands,269
22/09/2020,region,E12000007,London,518
22/09/2020,region,E12000002,North West,1969
22/09/2020,region,E12000009,South West,153
22/09/2020,region,E12000008,South East,264
22/09/2020,region,E12000003,Yorkshire and The Humber,713
22/09/2020,region,E12000006,East of England,215
23/09/2020,region,E12000005,West Midlands,685
23/09/2020,region,E12000001,North East,640
23/09/2020,region,E12000004,East Midlands,296
23/09/2020,region,E12000007,London,657
23/09/2020,region,E12000002,North West,2159
23/09/2020,region,E12000009,South West,171
23/09/2020,region,E12000008,South East,254
23/09/2020,region,E12000003,Yorkshire and The Humber,728
23/09/2020,region,E12000006,East of England,193
24/09/2020,region,E12000005,West Midlands,690
24/09/2020,region,E12000001,North East,719
24/09/2020,region,E12000004,East Midlands,335
24/09/2020,region,E12000007,London,600
24/09/2020,region,E12000002,North West,2208
24/09/2020,region,E12000009,South West,208
24/09/2020,region,E12000008,South East,287
24/09/2020,region,E12000003,Yorkshire and The Humber,922
24/09/2020,region,E12000006,East of England,226
25/09/2020,region,E12000005,West Midlands,600
25/09/2020,region,E12000001,North East,608
25/09/2020,region,E12000004,East Midlands,327
25/09/2020,region,E12000007,London,603
25/09/2020,region,E12000002,North West,2216
25/09/2020,region,E12000009,South West,218
25/09/2020,region,E12000008,South East,312
25/09/2020,region,E12000003,Yorkshire and The Humber,801
25/09/2020,region,E12000006,East of England,216
26/09/2020,region,E12000005,West Midlands,565
26/09/2020,region,E12000001,North East,778
26/09/2020,region,E12000004,East Midlands,323
26/09/2020,region,E12000007,London,548
26/09/2020,region,E12000002,North West,2020
26/09/2020,region,E12000009,South West,129
26/09/2020,region,E12000008,South East,216
26/09/2020,region,E12000003,Yorkshire and The Humber,821
26/09/2020,region,E12000006,East of England,166
27/09/2020,region,E12000005,West Midlands,495
27/09/2020,region,E12000001,North East,660
27/09/2020,region,E12000004,East Midlands,396
27/09/2020,region,E12000007,London,528
27/09/2020,region,E12000002,North West,2243
27/09/2020,region,E12000009,South West,119
27/09/2020,region,E12000008,South East,266
27/09/2020,region,E12000003,Yorkshire and The Humber,1022
27/09/2020,region,E12000006,East of England,209
28/09/2020,region,E12000005,West Midlands,695
28/09/2020,region,E12000001,North East,969
28/09/2020,region,E12000004,East Midlands,560
28/09/2020,region,E12000007,London,742
28/09/2020,region,E12000002,North West,2992
28/09/2020,region,E12000009,South West,318
28/09/2020,region,E12000008,South East,371
28/09/2020,region,E12000003,Yorkshire and The Humber,1449
28/09/2020,region,E12000006,East of England,312
29/09/2020,region,E12000005,West Midlands,754
29/09/2020,region,E12000001,North East,1046
29/09/2020,region,E12000004,East Midlands,604
29/09/2020,region,E12000007,London,701
29/09/2020,region,E12000002,North West,3167
29/09/2020,region,E12000009,South West,269
29/09/2020,region,E12000008,South East,350
29/09/2020,region,E12000003,Yorkshire and The Humber,1381
29/09/2020,region,E12000006,East of England,333
30/09/2020,region,E12000005,West Midlands,936
30/09/2020,region,E12000001,North East,962
30/09/2020,region,E12000004,East Midlands,871
30/09/2020,region,E12000007,London,989
30/09/2020,region,E12000002,North West,3624
30/09/2020,region,E12000009,South West,394
